ИНН;КПП;ОГРН;Наименование краткое;Наименование полное;Адрес юридический;Индекс;Регион (область);Район;Город;Населённый пункт;E-mail;Телефоны;Сайт;Должность руководителя;ФИО руководителя;Численность работников;Численность на дату;ОКВЭД;ОКВЭД наименование;Статус
3702315448;370201001;1033700054618;"МБОУ ""СШ № 49""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 49""";;;Ивановская область;;;;;;;Директор;Царева Ирина Юрьевна;;;;;
3702136110;370201001;1033700053298;"МБОУ ""СШ № 5""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 5""";;;Ивановская область;;;;;;;Директор;Моклокова Татьяна Николаевна;;;;;
3702137361;370201001;1023700560069;"МБОУ ""СШ № 50""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 50""";;;Ивановская область;;;;;;;Директор;Годованюк Эдуард Борисович;;;;;
3702135597;370201001;1033700061020;"МБОУ ""СШ № 53""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 53""";;;Ивановская область;;;;;;;Директор;Пузрякова Юлия Борисовна;;;;;
3702441675;370201001;1033700059799;"МБОУ ""СШ № 54""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 54""";;;Ивановская область;;;;;;;Директор;Ганичева Ольга Викторовна;;;;;
3702441820;370201001;1033700062648;"МБОУ ""СШ № 55""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 55""";;;Ивановская область;;;;;;;Директор;Дитмонас Татьяна Александровна;;;;;
3702137428;370201001;1033700065805;"МБОУ ""СШ № 56""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 56""";;;Ивановская область;;;;;;;Директор;Ситнова Елена Владимировна;;;;;
3702233989;370201001;1033700052759;"МБОУ ""СШ № 58""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 58""";;;Ивановская область;;;;;;;Директор;Фатхуллина Вера Николаевна;;;;;
3728023753;370201001;1033700050174;"МБОУ ""СШ № 61""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 61""";;;Ивановская область;;;;;;;Директор;Курицына Татьяна Александровна;;;;;
3702137611;370201001;1033700089290;"МБОУ ""СШ № 62""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 62""";;;Ивановская область;;;;;;;Директор;Давыдова Вера Николаевна;;;;;
3702316000;370201001;1033700077333;"МБОУ ""СШ № 63""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 63""";;;Ивановская область;;;;;;;Директор;Патмальник Людмила Владиславовна;;;;;
3702233330;370201001;1023700551731;"МБОУ ""СШ № 64""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 64""";;;Ивановская область;;;;;;;Директор;Мошкова Марина Вячеславовна;;;;;
3730012759;370201001;1033700083812;"МБОУ ""СШ № 65""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 65""";;;Ивановская область;;;;;;;Директор;Матвиевская Ольга Евгеньевна;;;;;
3702443418;370201001;1033700062527;"МБОУ ""СШ № 66""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 66""";;;Ивановская область;;;;;;;Директор;Попов Иван Павлович;;;;;
3702137731;370201001;1023700551137;"МБОУ ""СШ № 7""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 7""";;;Ивановская область;;;;;;;Директор;Червякова Елена Геннадьевна;;;;;
3702019431;370201001;1033700088950;"МБОУ ""СШ № 8""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 8""";;;Ивановская область;;;;;;;Временно исполняющий обязанности директора;Чугунова Татьяна Викторовна;;;;;
3730000383;370201001;1033700051615;"МБОУ ""СШ № 9""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 9""";;;Ивановская область;;;;;;;Директор;Комякова Наталья Станиславовна;;;;;
3711001800;371101001;1023701511283;"МБОУ ""ЧЕРНОРЕЧЕНСКАЯ СШ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЧЕРНОРЕЧЕНСКАЯ СРЕДНЯЯ ШКОЛА""";;;Ивановская область;;;;;;;Директор;Тимофеева Наталья Павловна;;;;;
3728027853;370201001;1023700560212;МБОУ ГИМНАЗИЯ № 44;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГИМНАЗИЯ № 44;;;Ивановская область;;;;;;;Директор муниципального бюджетного общеобразовательного учреждения гимназии №44;Сметанин Алексей Александрович;;;;;
3715004560;371501001;1023701651038;МБОУ ЛЕЖНЕВСКАЯ СШ №10;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЛЕЖНЕВСКАЯ СРЕДНЯЯ ШКОЛА №10;;;Ивановская область;;;;;;;Директор;Голубева Ольга Вениаминовна;;;;;
3715004552;371501001;1023701649234;МБОУ ЛЕЖНЕВСКАЯ СШ №11;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЛЕЖНЕВСКАЯ СРЕДНЯЯ ШКОЛА №11;;;Ивановская область;;;;;;;Директор;Вьюгина Ольга Валентиновна;;;;;
3724003481;372401001;1023701790386;МБОУ НЕРЛЬСКАЯ СОШ;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ТЕЙКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ""НЕРЛЬСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";;;Ивановская область;;;;;;;Директор;Макарова Ирина Николаевна;;;;;
3715004626;371501001;1023701650213;МБОУ НОВО-ГОРКИНСКАЯ СШ ИМ. ГЕРОЯ СОВЕТСКОГО СОЮЗА П. П. ЯРЦЕВА;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ НОВО-ГОРКИНСКАЯ СРЕДНЯЯ ШКОЛА ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА ПАВЛА ПЕТРОВИЧА ЯРЦЕВА;;;Ивановская область;;;;;;;Исполняющий обязанности директора;Кузнецова Елена Юрьевна;;;;;
3724003474;372401001;1023701789704;МБОУ НОВОГОРЯНОВСКАЯ СОШ;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ТЕЙКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ""НОВОГОРЯНОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";;;Ивановская область;;;;;;;Директор;Груздов Сергей Николаевич;;;;;
3724003509;372401001;1023701790353;МБОУ НОВОЛЕУШИНСКАЯ СОШ;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ТЕЙКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ""НОВОЛЕУШИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";;;Ивановская область;;;;;;;Директор;Дроздова Ирина Евгеньевна;;;;;
3701005588;370101001;1023700509249;МБОУ ООШ № 6;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 6 ГОРОДСКОГО ОКРУГА ВИЧУГА;;;Ивановская область;;;;;;;Директор;Смирнова Ольга Александровна;;;;;
3701005517;370101001;1023700509128;МБОУ ООШ № 9;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 9 ГОРОДСКОГО ОКРУГА ВИЧУГА;;;Ивановская область;;;;;;;Директор;Пелехова Светлана Николаевна;;;;;
3722002732;372201001;1023701650895;МБОУ САВИНСКАЯ СРЕДНЯЯ ШКОЛА;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ САВИНСКАЯ СРЕДНЯЯ ШКОЛА;;;Ивановская область;;;;;;;Директор;Власова Светлана Михайловна;;;;;
3711011809;371101001;1023701514759;МБОУ СОШ ГОРОДСКОГО ОКРУГА КОХМА;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОТКРЫТАЯ ШКОЛА ГОРОДСКОГО ОКРУГА КОХМА ИВАНОВСКОЙ ОБЛАСТИ;;;Ивановская область;;;;;;;Директор;Кумирова Светлана Сергеевна;;;;;
3701005524;370101001;1023700509030;МБОУ СОШ № 10;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 10 ГОРОДСКОГО ОКРУГА ВИЧУГА;;;Ивановская область;;;;;;;Директор;Сидякина Людмила Владимировна;;;;;
3701005725;370101001;1023700509612;МБОУ СОШ № 12;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 12 ГОРОДСКОГО ОКРУГА ВИЧУГА;;;Ивановская область;;;;;;;Директор;Лаврентичева Ирина Владимировна;;;;;
3701005732;370101001;1023700509821;МБОУ СОШ № 13;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 13 ГОРОДСКОГО ОКРУГА ВИЧУГА;;;Ивановская область;;;;;;;Директор;Нестерова Татьяна Евгеньевна;;;;;
3701005549;370101001;1023700509018;МБОУ СОШ № 17;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 17 ГОРОДСКОГО ОКРУГА ВИЧУГА;;;Ивановская область;;;;;;;Директор;Мозуляк Татьяна Евгеньевна;;;;;
3701005500;370101001;1023700509150;МБОУ СОШ №11;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №11 ГОРОДСКОГО ОКРУГА ВИЧУГА;;;Ивановская область;;;;;;;директор;Маширова Марина Вячеславовна;;;;;
3707003386;370701001;1023700509117;МБОУ СТАРОВИЧУГСКАЯ СРЕДНЯЯ ШКОЛА ИМ. Г.В. ПИСАРЕВА;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СТАРОВИЧУГСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМ. Г.В. ПИСАРЕВА""";;;Ивановская область;;;;;;;Директор;Семьян Анастасия Александровна;;;;;
3702135300;370201001;1033700059051;МБОУ СШ № 18;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 18""";;;Ивановская область;;;;;;;Исполняющий обязанности директора;Марусенко Людмила Александровна;;;;;
3721005177;372101001;1023701760224;МБОУ СШ № 2;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ШКОЛА № 2;;;Ивановская область;;;;;;;Директор;Андреянова Марина Ювенальевна;;;;;
3711012009;373201001;1023701511767;МБОУ СШ № 2 ГОРОДСКОГО ОКРУГА КОХМА;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ШКОЛА № 2 ГОРОДСКОГО ОКРУГА КОХМА ИВАНОВСКОЙ ОБЛАСТИ;;;Ивановская область;;;;;;;Директор;Соловьев Алексей Васильевич;;;;;
3721005385;372101001;1023701760642;МБОУ СШ № 3;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ШКОЛА № 3;;;Ивановская область;;;;;;;Директор;Шамина Наталья Брониславовна;;;;;
3704003606;370401001;1023701326329;МБОУ СШ № 4;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ШКОЛА № 4;;;Ивановская область;;;;;;;Директор;Сальникова Галина Владимировна;;;;;
3721005145;372101001;1023701760741;МБОУ СШ № 4;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ШКОЛА № 4;;;Ивановская область;;;;;;;Директор;Звонарева Елена Германовна;;;;;
3711011982;373201001;1023701514870;МБОУ СШ № 5 ГОРОДСКОГО ОКРУГА КОХМА;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ШКОЛА № 5 ГОРОДСКОГО ОКРУГА КОХМА ИВАНОВСКОЙ ОБЛАСТИ;;;Ивановская область;;;;;;;Директор;Ватутина Наталья Юрьевна;;;;;
3711011781;373201001;1023701512196;МБОУ СШ № 6 ГОРОДСКОГО ОКРУГА КОХМА;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ШКОЛА № 6 ГОРОДСКОГО ОКРУГА КОХМА ИВАНОВСКОЙ ОБЛАСТИ;;;Ивановская область;;;;;;;Директор;Кумирова Елена Валерьевна;;;;;
3702443601;370201001;1033700066553;МБОУ СШ № 68;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 68""";;;Ивановская область;;;;;;;Директор;Прудникова Мария Валерьевна;;;;;
3711012016;373201001;1023701513934;МБОУ СШ № 7 ГОРОДСКОГО ОКРУГА КОХМА;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ШКОЛА № 7 ГОРОДСКОГО ОКРУГА КОХМА ИВАНОВСКОЙ ОБЛАСТИ;;;Ивановская область;;;;;;;Директор;Напалкова Ирина Анатольевна;;;;;
3704003540;370401001;1023701326065;МБОУ СШ №1;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ШКОЛА №1;;;Ивановская область;;;;;;;Директор;Грошев Алексей Сергеевич;;;;;
3704003204;370401001;1023701326252;МБОУ СШ №10;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ШКОЛА №10;;;Ивановская область;;;;;;;Директор;Гришанина Ирина Владимировна;;;;;
3704003532;370401001;1023701327715;МБОУ СШ №2;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ШКОЛА №2;;;Ивановская область;;;;;;;Директор;Митькова Неля Дмитриевна;;;;;
3726003215;372601001;1023701831020;МБОУ ТАЛИЦКАЯ СОШ;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ТАЛИЦКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА;;;Ивановская область;;;;;;;Директор;Прудникова Ольга Геннадьевна;;;;;
3721006607;372101001;1053700009219;МБОУ ЦГ СШ;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ СРЕДНЯЯ ШКОЛА""";;;Ивановская область;;;;;;;Директор;Зайцева Нина Станиславовна;;;;;
3715004400;371501001;1023701649487;МБОУ ЧЕРНЦКАЯ СШ;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЧЕРНЦКАЯ СРЕДНЯЯ ШКОЛА;;;Ивановская область;;;;;;;Директор;Носкова Антонина Владимировна;;;;;
3703012301;370301001;1023701274167;МБОУ ШКОЛА №1;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШКОЛА №1 ГОРОДСКОГО ОКРУГА КИНЕШМА;;;Ивановская область;;;;;;;Директор;Айдарова Марина Владимировна;;;;;
3703012260;370301001;1023701274233;МБОУ ШКОЛА №10;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШКОЛА №10 ГОРОДСКОГО ОКРУГА КИНЕШМА;;;Ивановская область;;;;;;;Директор;Мошкова Светлана Васильевна;;;;;
3703010569;370301001;1023701273694;МБОУ ШКОЛА №11;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШКОЛА №11 ГОРОДСКОГО ОКРУГА КИНЕШМА;;;Ивановская область;;;;;;;Директор;Голубева Наталья Рудольфовна;;;;;
3703012220;370301001;1023701273529;МБОУ ШКОЛА №16;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШКОЛА №16 ГОРОДСКОГО ОКРУГА КИНЕШМА;;;Ивановская область;;;;;;;Директор;Кузнецова Светлана Евгеньевна;;;;;
3703012090;370301001;1023701274266;МБОУ ШКОЛА №17;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШКОЛА №17 ГОРОДСКОГО ОКРУГА КИНЕШМА;;;Ивановская область;;;;;;;Директор;Доброва Людмила Викторовна;;;;;
3703012164;370301001;1023701273518;МБОУ ШКОЛА №18 ИМ. МАРШАЛА А.М. ВАСИЛЕВСКОГО;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШКОЛА №18 ИМЕНИ МАРШАЛА А.М. ВАСИЛЕВСКОГО ГОРОДСКОГО ОКРУГА КИНЕШМА;;;Ивановская область;;;;;;;директор;Задворнова Вера Георгиевна;;;;;
3703012245;370301001;1023701273420;МБОУ ШКОЛА №19 ИМЕНИ 212 ПОЛКА;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШКОЛА №19 ГОРОДСКОГО ОКРУГА КИНЕШМА ИМЕНИ 212 ТОМАШУВСКОГО КИНЕШЕМСКОГО СТРЕЛКОВОГО ПОЛКА 49-Й ИВАНОВСКОЙ ДИВИЗИИ;;;Ивановская область;;;;;;;Директор;Орлова Марина Юрьевна;;;;;
3703012238;370301001;1023701273507;МБОУ ШКОЛА №2;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШКОЛА №2 ГОРОДСКОГО ОКРУГА КИНЕШМА;;;Ивановская область;;;;;;;Директор;Иванова Татьяна Николаевна;;;;;
3703012157;370301001;1023701273584;МБОУ ШКОЛА №5;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШКОЛА №5 ГОРОДСКОГО ОКРУГА КИНЕШМА;;;Ивановская область;;;;;;;Директор;Лялюхина Зоя Владимировна;;;;;
3703012140;370301001;1023701273540;МБОУ ШКОЛА №6;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШКОЛА №6 ГОРОДСКОГО ОКРУГА КИНЕШМА;;;Ивановская область;;;;;;;Исполняющий обязанности директора;Варавина Юлия Николаевна;;;;;
3703012125;370301001;1023701274255;МБОУ ШКОЛА №8;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШКОЛА №8 ГОРОДСКОГО ОКРУГА КИНЕШМА;;;Ивановская область;;;;;;;Директор;Куликова Надежда Николаевна;;;;;
3726003367;372601001;1023701831570;МБОУСОШ Г. ЮЖИ;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ГОРОДА ЮЖИ;;;Ивановская область;;;;;;;Директор;Баранова Елена Александровна;;;;;
3726003060;372601001;1023701830283;МБОУСОШ № 3 Г. ЮЖИ ИВАНОВСКОЙ ОБЛАСТИ;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 3 Г. ЮЖИ ИВАНОВСКОЙ ОБЛАСТИ;;;Ивановская область;;;;;;;Директор;Сироткин Михаил Александрович;;;;;
3709003832;370901001;1023701457999;"МБУ ДО ""ДМШ Г. ГАВРИЛОВ ПОСАД""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА Г. ГАВРИЛОВ ПОСАД""";;;Ивановская область;;;;;;;Директор;Ноздрина Ирина Михайловна;;;;;
3711005851;373201001;1023701512581;"МБУ ДО ""ДШИ Г.О. КОХМА""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКАЯ ШКОЛА ИСКУССТВ ГОРОДСКОГО ОКРУГА КОХМА""";;;Ивановская область;;;;;;;Директор;Короткова Анна Давидовна;;;;;
3721005089;372101001;1023701760301;"МБУ ДО ""РСШ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""РОДНИКОВСКАЯ СПОРТИВНАЯ ШКОЛА""";;;Ивановская область;;;;;;;Директор;Политова Татьяна Владимировна;;;;;
3702137153;370201001;1023700544152;"МБУ ДО ""СПОРТИВНАЯ ШКОЛА №5""";МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА №5 КОМИТЕТА ПО ФИЗИЧЕСКОЙ КУЛЬТУРЕ И СПОРТУ АДМИНИСТРАЦИИ ГОРОДА ИВАНОВА;;;Ивановская область;;;;;;;Директор;Манакина Светлана Александровна;;;;;
